wave,year,happening,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,reg_utilities,fund_research,discuss_GW,gender,age_category,educ_category,income_category,race,party_x_ideo,region4,employment,happening_cont,worry_cont,happening_labels,age_category_labels,educ_category_labels,income_category_labels
5,2011,1,natural and human,disagreement,2,1,1,2,4,4,3,4,4,3,2,male,2,3,2,white non hisp,no interest,midwest,Working –as a paid employee,1.1428795834278418,1.6804015730824284,no,35-54,college,50000-99999
5,2011,3,natural and human,happening,4,3,3,3,4,4,6,4,3,4,3,male,1,4,1,white non hisp,no interest,south,Not working –looking,3.1941708112029734,3.991085627877785,yes,18-34,bachelor or higher,less 50000
5,2011,1,natural,disagreement,1,1,1,1,1,2,1,1,1,2,3,male,1,2,2,hisp,conservative republican,midwest,Not working –looking,-0.024140193173024516,0.8331009728420338,no,18-34,highschool,50000-99999
5,2011,2,natural and human,happening,1,1,1,1,1,1,1,1,1,1,1,female,2,1,1,hisp,independent,west,Working –as a paid employee,1.6358822315372699,0.770767575864782,dont know,35-54,no highschool,less 50000
5,2011,3,natural and human,dont know,3,3,3,3,4,3,5,-1,3,4,2,female,2,4,2,black non hisp,liberal democrat,south,Working –as a paid employee,2.912315291827892,1.8258986424541264,yes,35-54,bachelor or higher,50000-99999
5,2011,1,not happening,disagreement,1,1,1,1,1,1,1,3,3,3,1,female,2,2,1,white non hisp,moderate democrate,midwest,Not working –disabled,1.859098764775532,0.8996718993193876,no,35-54,highschool,less 50000
5,2011,3,human,dont know,2,3,3,3,3,3,4,-1,-1,3,3,male,2,4,3,other non hisp,moderate democrate,south,Not working –temporary,2.81289169414645,1.5218567464298784,yes,35-54,bachelor or higher,more 100000
5,2011,3,natural,happening,2,1,2,2,3,2,3,3,2,3,2,male,3,3,2,black non hisp,no interest,west,Working –as a paid employee,3.5197757088139126,2.5109033361816966,yes,55+,college,50000-99999
5,2011,3,other,happening,3,3,3,3,3,3,6,2,2,2,3,male,2,2,1,hisp,moderate republican,south,Working –as a paid employee,3.239206874721937,3.1052481910926586,yes,35-54,highschool,less 50000
5,2011,2,natural and human,disagreement,2,1,2,2,4,4,2,3,3,3,2,male,2,1,2,hisp,moderate republican,west,Working –as a paid employee,1.69719159584765,1.4295345171301483,dont know,35-54,no highschool,50000-99999
5,2011,2,not happening,dont know,3,0,0,0,0,0,1,2,2,2,1,male,2,1,1,black non hisp,moderate democrate,south,Not working –looking,3.2261278149733705,2.8043845533829903,dont know,35-54,no highschool,less 50000
5,2011,1,natural,disagreement,1,1,1,1,1,1,1,3,1,2,2,female,3,2,1,white non hisp,conservative republican,midwest,Not working –other,1.4147677097262998,0.5093972638716611,no,55+,highschool,less 50000
5,2011,3,natural and human,happening,4,4,4,4,4,4,4,1,3,3,3,male,1,1,1,hisp,no interest,northeast,Not working –disabled,3.2258977291621944,4.103857668987861,yes,18-34,no highschool,less 50000
5,2011,3,natural and human,disagreement,4,3,4,4,4,4,6,2,2,2,3,male,2,1,1,black non hisp,independent,south,Not working –looking,3.0971073842853003,3.7196368709391914,yes,35-54,no highschool,less 50000
5,2011,3,natural and human,happening,3,2,3,4,4,4,5,3,3,4,3,male,1,3,1,hisp,liberal democrat,south,Working –as a paid employee,2.628562694087651,2.791996733332168,yes,18-34,college,less 50000
5,2011,3,natural and human,happening,4,2,3,4,4,3,6,3,4,3,3,male,2,4,3,white non hisp,moderate democrate,west,Working –as a paid employee,2.5834569260551525,4.093032725088932,yes,35-54,bachelor or higher,more 100000
5,2011,3,human,disagreement,2,2,3,3,4,4,3,4,3,4,3,female,2,4,2,white non hisp,liberal democrat,midwest,Working –as a paid employee,2.9510845075558385,2.3926338711705823,yes,35-54,bachelor or higher,50000-99999
5,2011,3,natural,disagreement,3,3,3,3,3,3,5,3,3,3,2,female,1,2,1,hisp,no interest,south,Working –as a paid employee,3.1335077621236214,2.982826124662249,yes,18-34,highschool,less 50000
5,2011,3,natural and human,dont know,3,3,3,3,4,4,6,3,3,4,3,male,2,2,1,white non hisp,independent,midwest,Not working –disabled,2.432240672008106,2.954763594746618,yes,35-54,highschool,less 50000
5,2011,3,natural,disagreement,2,1,1,0,2,2,3,2,4,3,3,male,2,1,3,white non hisp,no interest,south,Working –self-employe,3.9074206311953805,1.942312840565227,yes,35-54,no highschool,more 100000
5,2011,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,2,female,3,1,1,white non hisp,no interest,south,Not working –disabled,3.340558115949877,3.7337802786645837,yes,55+,no highschool,less 50000
5,2011,3,natural and human,dont know,4,0,0,0,0,0,6,4,3,4,2,female,3,2,1,white non hisp,no interest,midwest,Not working –disabled,2.9180753459131257,4.370757659972148,yes,55+,highschool,less 50000
5,2011,2,natural,dont know,1,0,0,0,0,0,1,3,1,3,1,male,3,1,1,black non hisp,refused,south,Not working –retired,1.9521570438793419,1.6010737033811298,dont know,55+,no highschool,less 50000
5,2011,2,dont know,disagreement,2,0,0,0,0,0,1,4,1,4,1,female,2,2,1,white non hisp,independent,midwest,Working –self-employe,2.1651139118180622,1.4496454990630259,dont know,35-54,highschool,less 50000
5,2011,3,natural and human,happening,4,4,4,4,4,4,6,3,3,3,3,male,3,1,1,hisp,moderate democrate,northeast,Not working –disabled,3.0284518883483376,3.840278744704795,yes,55+,no highschool,less 50000
5,2011,2,natural,disagreement,1,1,1,1,1,1,1,3,3,4,3,male,2,2,1,white non hisp,conservative republican,south,Working –self-employe,1.3490692725435354,1.2124680883860608,dont know,35-54,highschool,less 50000
5,2011,3,natural and human,happening,2,2,3,4,4,4,3,4,3,4,2,female,3,3,1,black non hisp,liberal democrat,midwest,Not working –other,3.932085436216065,2.4996058176394436,yes,55+,college,less 50000
5,2011,1,natural and human,disagreement,2,2,2,3,3,4,4,4,4,4,2,female,1,3,1,white non hisp,independent,midwest,Working –as a paid employee,0.9125049186276176,0.8551444841762801,no,18-34,college,less 50000
5,2011,1,natural,dont know,1,1,1,2,2,2,1,3,3,3,1,male,2,4,3,white non hisp,moderate democrate,west,Working –as a paid employee,0.7777033784644196,1.759653048595482,no,35-54,bachelor or higher,more 100000
5,2011,1,not happening,dont know,1,0,0,0,0,0,1,1,1,1,1,male,3,3,2,white non hisp,independent,midwest,Working –as a paid employee,1.515249944931658,1.1458992298280815,no,55+,college,50000-99999
5,2011,3,natural and human,happening,2,2,3,3,4,4,6,2,2,2,2,male,2,2,2,white non hisp,conservative republican,northeast,Working –as a paid employee,3.2777575541128754,2.0387104850685334,yes,35-54,highschool,50000-99999
5,2011,3,natural,disagreement,2,0,0,0,0,0,3,2,2,3,1,male,2,1,1,white non hisp,moderate democrate,south,Working –as a paid employee,2.4678491216395715,2.008866643847136,yes,35-54,no highschool,less 50000
5,2011,2,natural,disagreement,2,2,2,2,3,3,2,3,3,2,2,female,2,3,3,white non hisp,no interest,midwest,Working –as a paid employee,0.9418295662390852,1.7129845165426483,dont know,35-54,college,more 100000
5,2011,1,natural,disagreement,2,1,1,1,1,1,1,2,3,4,3,female,3,3,2,white non hisp,conservative republican,midwest,Working –as a paid employee,1.4054963119256816,2.167462904966837,no,55+,college,50000-99999
5,2011,2,natural and human,dont know,3,3,3,3,3,3,5,3,4,4,1,male,3,1,1,white non hisp,moderate democrate,south,Not working –looking,1.0268921551132724,3.214366618725241,dont know,55+,no highschool,less 50000
5,2011,3,natural and human,disagreement,4,1,0,3,0,4,3,2,2,2,3,female,2,3,2,other non hisp,independent,midwest,Not working –disabled,2.657863139143725,4.471525087044955,yes,35-54,college,50000-99999
5,2011,2,natural and human,dont know,3,0,4,4,4,4,6,3,3,3,1,male,3,2,1,white non hisp,moderate republican,midwest,Not working –temporary,1.836734715023722,2.3602186277085933,dont know,55+,highschool,less 50000
5,2011,3,natural and human,disagreement,4,3,3,4,4,3,6,1,4,4,2,female,3,2,1,white non hisp,moderate republican,midwest,Not working –retired,2.366069313083472,3.2980163890885734,yes,55+,highschool,less 50000
5,2011,3,natural and human,happening,3,0,3,3,3,3,4,4,4,4,1,female,1,3,2,black non hisp,moderate democrate,south,Working –as a paid employee,2.6850320786318695,2.7334916654115444,yes,18-34,college,50000-99999
5,2011,3,natural,dont know,2,2,2,2,3,3,3,3,2,3,2,female,3,2,2,white non hisp,moderate democrate,northeast,Working –as a paid employee,3.203655405135743,2.5069014081166614,yes,55+,highschool,50000-99999
5,2011,2,natural and human,dont know,2,0,0,0,0,0,1,2,2,2,1,male,1,2,2,hisp,moderate democrate,south,Working –self-employe,1.6312341632412926,1.5147343501772388,dont know,18-34,highschool,50000-99999
5,2011,3,natural and human,happening,3,3,3,3,3,3,3,-1,-1,-1,1,male,1,2,2,white non hisp,moderate democrate,midwest,Working –as a paid employee,3.0793926910553413,2.5028433342816685,yes,18-34,highschool,50000-99999
5,2011,3,natural and human,dont know,3,2,3,3,4,4,3,3,4,3,2,female,1,4,2,hisp,moderate democrate,west,Working –as a paid employee,2.6344955156795975,3.606908606713917,yes,18-34,bachelor or higher,50000-99999
5,2011,1,not happening,dont know,1,1,1,1,1,1,1,1,1,1,1,female,2,3,1,white non hisp,no interest,west,Working –as a paid employee,0.5860154938863811,1.3720334084062056,no,35-54,college,less 50000
5,2011,3,natural and human,disagreement,2,2,3,0,4,4,2,3,3,3,1,female,1,2,1,white non hisp,liberal democrat,south,Not working –other,3.3883119691139605,1.5211232071443188,yes,18-34,highschool,less 50000
5,2011,3,natural and human,happening,3,2,2,2,3,3,5,3,3,3,2,female,2,4,1,white non hisp,no interest,northeast,Working –as a paid employee,3.199029567770019,3.4691758309916425,yes,35-54,bachelor or higher,less 50000
5,2011,3,natural and human,happening,3,2,4,4,4,4,6,4,4,4,3,female,2,4,3,white non hisp,liberal democrat,south,Not working –other,2.5081799480130353,2.3517882097643406,yes,35-54,bachelor or higher,more 100000
5,2011,3,natural,dont know,2,3,3,3,3,3,2,1,3,3,3,female,2,3,2,white non hisp,moderate democrate,midwest,Not working –looking,3.5460942713721173,2.0683300442236003,yes,35-54,college,50000-99999
5,2011,2,dont know,dont know,2,0,0,0,0,0,5,3,2,2,2,female,2,4,2,black non hisp,no interest,south,Working –as a paid employee,2.2950028132271076,2.070667572373989,dont know,35-54,bachelor or higher,50000-99999
5,2011,2,natural,happening,2,0,0,0,0,0,3,3,3,3,1,male,3,2,1,white non hisp,no interest,midwest,Working –self-employe,2.170032605908972,1.7142676970301753,dont know,55+,highschool,less 50000
5,2011,3,natural and human,happening,3,2,2,3,4,4,6,1,3,4,3,female,2,4,3,white non hisp,liberal democrat,northeast,Working –as a paid employee,3.3996020378850895,2.359124033615212,yes,35-54,bachelor or higher,more 100000
5,2011,3,natural and human,disagreement,3,3,3,3,3,3,5,4,4,4,3,female,2,4,1,white non hisp,moderate democrate,midwest,Working –as a paid employee,3.0190296166773907,2.409222559072552,yes,35-54,bachelor or higher,less 50000
5,2011,2,natural and human,disagreement,2,0,0,0,4,0,6,4,4,4,3,male,2,3,2,white non hisp,independent,west,Working –self-employe,1.7252723456085501,2.6272550577687457,dont know,35-54,college,50000-99999
5,2011,3,natural and human,dont know,2,3,3,3,4,3,5,3,2,3,2,female,2,3,2,white non hisp,liberal democrat,northeast,Working –as a paid employee,3.316145582220269,2.673081817949514,yes,35-54,college,50000-99999
5,2011,3,natural,not happening,3,3,4,4,4,4,4,1,4,4,3,male,2,3,2,black non hisp,liberal democrat,south,Working –as a paid employee,3.0739572730392415,2.5602840170657695,yes,35-54,college,50000-99999
5,2011,3,natural and human,happening,4,2,3,3,4,4,3,4,4,4,3,male,3,4,3,black non hisp,liberal democrat,south,Working –as a paid employee,2.8019051012861382,4.211249352051245,yes,55+,bachelor or higher,more 100000
5,2011,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,3,female,2,3,3,white non hisp,liberal democrat,west,Working –as a paid employee,2.839998913364792,3.738856149804943,yes,35-54,college,more 100000
5,2011,3,natural and human,happening,4,2,3,3,4,4,5,4,4,4,3,female,3,3,2,white non hisp,moderate democrate,west,Not working –retired,3.623766743087232,4.29789377262423,yes,55+,college,50000-99999
5,2011,3,natural,disagreement,3,2,3,2,4,4,4,3,3,4,2,female,2,4,2,white non hisp,conservative republican,south,Working –as a paid employee,2.75779391024711,3.541322288067583,yes,35-54,bachelor or higher,50000-99999
5,2011,3,natural and human,happening,4,3,3,3,4,4,4,3,3,3,3,female,2,4,1,white non hisp,liberal democrat,northeast,Working –as a paid employee,2.841976825517089,3.803019790309948,yes,35-54,bachelor or higher,less 50000
5,2011,2,natural,dont know,2,0,0,0,0,0,2,3,2,3,1,female,2,2,3,white non hisp,no interest,midwest,Working –as a paid employee,2.09358390204725,2.6682292168168207,dont know,35-54,highschool,more 100000
5,2011,3,not happening,dont know,1,3,2,0,0,0,1,3,1,3,1,male,2,1,1,white non hisp,no interest,south,Working –as a paid employee,3.2951793892984016,0.34745157317420505,yes,35-54,no highschool,less 50000
5,2011,2,not happening,dont know,1,0,0,0,0,0,1,3,3,3,1,female,1,2,1,black non hisp,moderate democrate,south,Working –as a paid employee,1.8178087612567817,0.9411252204860306,dont know,18-34,highschool,less 50000
5,2011,2,natural and human,disagreement,2,1,1,2,2,2,2,3,4,3,2,female,2,4,3,white non hisp,conservative republican,west,Not working –looking,2.5089737886714802,1.973907002333871,dont know,35-54,bachelor or higher,more 100000
5,2011,1,natural and human,dont know,2,2,2,2,0,2,2,3,3,2,1,female,3,2,1,white non hisp,conservative republican,midwest,Not working –retired,1.6714920056655522,2.2684340061535493,no,55+,highschool,less 50000
5,2011,1,not happening,disagreement,1,1,1,1,1,1,1,2,1,1,2,female,3,3,3,other non hisp,moderate republican,west,Not working –retired,0.8267053269179443,1.8179637113408134,no,55+,college,more 100000
5,2011,3,natural and human,happening,4,4,4,4,3,3,5,4,4,4,3,male,1,2,1,black non hisp,no interest,south,Not working –disabled,1.614876481669733,3.6522732454156013,yes,18-34,highschool,less 50000
5,2011,2,natural and human,dont know,2,1,4,4,4,4,5,2,2,2,2,female,1,4,3,white non hisp,independent,south,Working –as a paid employee,2.4052250029274416,1.7802215276638818,dont know,18-34,bachelor or higher,more 100000
5,2011,2,natural and human,disagreement,2,2,2,2,2,2,5,2,2,3,1,male,3,4,3,white non hisp,conservative republican,south,Not working –retired,2.7386960423482636,1.5637013199431717,dont know,55+,bachelor or higher,more 100000
5,2011,2,natural,happening,1,0,0,0,0,0,2,1,1,1,1,female,2,2,2,white non hisp,no interest,midwest,Working –as a paid employee,2.2300207280302913,1.4483260580369601,dont know,35-54,highschool,50000-99999
5,2011,3,natural and human,happening,4,3,-1,3,3,3,4,3,3,3,3,male,1,2,1,white non hisp,moderate democrate,south,Working –as a paid employee,2.4535766663364424,3.7593963300543662,yes,18-34,highschool,less 50000
5,2011,3,natural,dont know,1,1,2,1,1,4,5,3,2,3,2,male,3,1,2,black non hisp,liberal democrat,south,Not working –retired,2.8504152466745065,1.3528524804184285,yes,55+,no highschool,50000-99999
5,2011,3,human,happening,2,1,2,3,3,4,6,4,3,4,1,male,2,1,1,white non hisp,moderate republican,midwest,Working –as a paid employee,3.078113237982709,1.7741211329127289,yes,35-54,no highschool,less 50000
5,2011,3,natural and human,disagreement,2,0,0,0,0,0,3,2,1,3,2,female,2,1,1,black non hisp,moderate democrate,south,Not working –disabled,3.190221036551907,1.8645751940496342,yes,35-54,no highschool,less 50000
5,2011,2,natural and human,dont know,3,0,0,0,0,0,6,1,1,1,2,female,1,3,2,hisp,no interest,west,Not working –other,1.7077204560968458,3.0669267153380257,dont know,18-34,college,50000-99999
5,2011,2,human,disagreement,2,1,2,2,2,2,3,3,3,3,1,female,1,3,1,white non hisp,liberal democrat,midwest,Not working –disabled,1.847688268613394,2.0394025942230956,dont know,18-34,college,less 50000
5,2011,3,natural and human,happening,3,2,2,2,3,3,2,3,4,4,2,female,2,2,3,white non hisp,moderate republican,midwest,Working –as a paid employee,2.5436853178373773,2.8127581365079837,yes,35-54,highschool,more 100000
5,2011,3,natural and human,not happening,1,4,0,2,1,3,3,1,4,1,3,male,1,1,1,hisp,no interest,west,Not working –other,3.154247475158863,0.7967119438958385,yes,18-34,no highschool,less 50000
5,2011,3,natural and human,disagreement,3,2,2,3,4,2,4,3,4,4,1,female,2,4,3,black non hisp,liberal democrat,northeast,Working –as a paid employee,4.004910034934518,2.306777473743867,yes,35-54,bachelor or higher,more 100000
5,2011,3,natural and human,disagreement,3,2,3,3,4,4,6,3,3,3,3,female,2,3,3,white non hisp,moderate democrate,northeast,Working –self-employe,2.357955113170579,3.049746470799227,yes,35-54,college,more 100000
5,2011,1,natural,disagreement,1,3,3,3,4,4,2,4,4,-1,3,female,2,4,3,white non hisp,conservative republican,south,Working –as a paid employee,2.29404864120111,2.10161900962624,no,35-54,bachelor or higher,more 100000
5,2011,1,natural,disagreement,1,2,2,3,1,1,2,2,4,3,3,female,1,3,1,white non hisp,moderate democrate,midwest,Working –as a paid employee,0.9482857893079365,0.5910420838323446,no,18-34,college,less 50000
5,2011,1,natural and human,disagreement,2,1,1,1,1,1,1,3,4,4,3,female,3,2,1,white non hisp,moderate republican,west,Not working –retired,1.0220569109763262,1.514964023272281,no,55+,highschool,less 50000
5,2011,2,natural and human,happening,2,2,2,2,2,-1,5,3,3,3,2,female,1,3,1,white non hisp,no interest,northeast,Not working –temporary,1.8968819906175813,1.5582530629836082,dont know,18-34,college,less 50000
5,2011,2,natural,happening,3,0,3,3,3,3,6,3,3,3,1,female,2,3,1,black non hisp,moderate democrate,south,Working –as a paid employee,1.6900432884826293,2.6026617487903834,dont know,35-54,college,less 50000
5,2011,1,natural,not happening,2,1,4,1,3,1,3,3,4,4,2,female,2,2,2,other non hisp,conservative republican,northeast,Working –as a paid employee,1.1274445693032114,1.1492372758242895,no,35-54,highschool,50000-99999
